index,w_azi,w_spd,b_rte,w_ang,b_sails,b_spd,chrono,lon,lat,spd_perc,w_ang_a
16334,222,19.34,95,127,GV 2 Foc 2,8.22,"6d 09h 12' 54""",8° 20.016',43° 09.228',0.43,127
16335,222,19.34,93,129,GV 2 Foc 2,8.18,"6d 09h 12' 56""",8° 20.023',43° 09.227',0.42,129
16336,222,19.34,91,131,GV 2 Foc 2,8.13,"6d 09h 12' 58""",8° 20.029',43° 09.227',0.42,131
16337,222,19.35,89,133,GV 2 Foc 2,8.07,"6d 09h 13' 01""",8° 20.037',43° 09.227',0.42,133
16338,222,19.35,87,135,GV 2 Foc 2,8.01,"6d 09h 13' 03""",8° 20.043',43° 09.228',0.41,135
16339,222,19.35,85,137,GV 2 Foc 2,7.93,"6d 09h 13' 05""",8° 20.051',43° 09.228',0.41,137
16340,222,19.35,83,139,GV 2 Foc 2,7.85,"6d 09h 13' 07""",8° 20.057',43° 09.229',0.41,139
16341,222,19.35,81,141,GV 2 Foc 2,7.75,"6d 09h 13' 10""",8° 20.064',43° 09.230',0.4,141
16342,222,19.35,79,143,GV 2 Foc 2,7.64,"6d 09h 13' 12""",8° 20.070',43° 09.230',0.39,143
16343,222,19.35,77,145,GV 2 Foc 2,7.52,"6d 09h 13' 14""",8° 20.077',43° 09.232',0.39,145
16344,222,19.35,75,147,GV 2 Foc 2,7.37,"6d 09h 13' 16""",8° 20.082',43° 09.233',0.38,147
16345,222,19.35,73,149,GV 2 Foc 2,7.21,"6d 09h 13' 19""",8° 20.089',43° 09.234',0.37,149
16346,222,19.35,71,151,GV 2 Foc 2,7.04,"6d 09h 13' 21""",8° 20.095',43° 09.236',0.36,151
16347,222,19.35,69,153,GV 2 Foc 2,6.86,"6d 09h 13' 23""",8° 20.100',43° 09.237',0.35,153
16348,222,19.35,67,155,GV 2 Foc 2,6.67,"6d 09h 13' 26""",8° 20.106',43° 09.239',0.34,155
16349,222,19.35,65,157,GV 2 Foc 2,6.41,"6d 09h 13' 28""",8° 20.110',43° 09.240',0.33,157
16350,222,19.35,63,159,GV 2 Foc 2,6.14,"6d 09h 13' 30""",8° 20.116',43° 09.242',0.32,159
16351,222,19.35,61,161,GV 2 Foc 2,5.85,"6d 09h 13' 33""",8° 20.120',43° 09.244',0.3,161
16352,222,19.35,59,163,GV 2 Foc 2,5.52,"6d 09h 13' 35""",8° 20.124',43° 09.246',0.29,163
16353,222,19.35,57,165,GV 2 Foc 2,5.19,"6d 09h 13' 37""",8° 20.128',43° 09.248',0.27,165
16354,222,19.35,55,167,GV 2 Foc 2,4.87,"6d 09h 13' 40""",8° 20.132',43° 09.250',0.25,167
16355,222,19.35,53,169,GV 2 Foc 2,4.54,"6d 09h 13' 42""",8° 20.135',43° 09.252',0.23,169
16356,222,19.35,51,171,GV 2 Foc 2,4.19,"6d 09h 13' 44""",8° 20.138',43° 09.253',0.22,170
16357,222,19.35,49,173,GV 2 Foc 2,3.83,"6d 09h 13' 47""",8° 20.141',43° 09.255',0.2,172
16358,222,19.35,47,175,GV 2 Foc 2,3.47,"6d 09h 13' 49""",8° 20.143',43° 09.256',0.18,175
16359,222,19.35,45,177,GV 2 Foc 2,3.11,"6d 09h 13' 51""",8° 20.145',43° 09.258',0.16,176
16360,222,19.35,43,179,GV 2 Foc 2,2.74,"6d 09h 13' 54""",8° 20.146',43° 09.259',0.14,179
16382,222,19.33,359,-137,GV 1 Foc 1,9.15,"6d 09h 14' 45""",8° 20.186',43° 09.354',0.47,137
16383,222,19.33,357,-135,GV 1 Foc 1,9.22,"6d 09h 14' 47""",8° 20.186',43° 09.360',0.48,135
16384,222,19.33,355,-133,GV 1 Foc 1,9.27,"6d 09h 14' 49""",8° 20.185',43° 09.366',0.48,133
16385,222,19.33,353,-131,GV 1 Foc 1,9.31,"6d 09h 14' 51""",8° 20.184',43° 09.371',0.48,131
16386,222,19.33,351,-129,GV 1 Foc 1,9.35,"6d 09h 14' 54""",8° 20.183',43° 09.377',0.48,129
16387,222,19.33,349,-127,GV 1 Foc 1,9.38,"6d 09h 14' 56""",8° 20.181',43° 09.384',0.49,127
16388,222,19.33,347,-125,GV 1 Foc 1,9.4,"6d 09h 14' 59""",8° 20.179',43° 09.390',0.49,125
16389,222,19.33,345,-123,GV 1 Foc 1,9.41,"6d 09h 15' 01""",8° 20.177',43° 09.395',0.49,123
16390,222,19.33,343,-121,GV 1 Foc 1,9.42,"6d 09h 15' 03""",8° 20.175',43° 09.401',0.49,121
16391,222,19.32,341,-119,GV 1 Foc 1,9.42,"6d 09h 15' 05""",8° 20.172',43° 09.406',0.49,119
16392,222,19.32,339,-117,GV 1 Foc 1,9.41,"6d 09h 15' 08""",8° 20.169',43° 09.412',0.49,117
16393,222,19.32,337,-115,GV 1 Foc 1,9.4,"6d 09h 15' 10""",8° 20.166',43° 09.418',0.49,115
16394,222,19.32,335,-113,GV 1 Foc 1,9.39,"6d 09h 15' 13""",8° 20.162',43° 09.424',0.49,113
16395,222,19.32,333,-111,GV 1 Foc 1,9.37,"6d 09h 15' 15""",8° 20.159',43° 09.429',0.48,111
16396,222,19.32,331,-109,GV 1 Foc 1,9.35,"6d 09h 15' 17""",8° 20.154',43° 09.435',0.48,109
16397,222,19.32,329,-107,GV 1 Foc 1,9.32,"6d 09h 15' 20""",8° 20.150',43° 09.440',0.48,107
16398,222,19.32,327,-105,GV 1 Foc 1,9.29,"6d 09h 15' 22""",8° 20.146',43° 09.446',0.48,105
16399,222,19.32,325,-103,GV 1 Foc 1,9.26,"6d 09h 15' 24""",8° 20.141',43° 09.450',0.48,103
16400,222,19.31,323,-101,GV 1 Foc 1,9.23,"6d 09h 15' 27""",8° 20.136',43° 09.455',0.48,100
16401,222,19.31,321,-99,GV 1 Foc 1,9.2,"6d 09h 15' 29""",8° 20.130',43° 09.460',0.48,99
16402,222,19.31,319,-97,GV 1 Foc 1,9.17,"6d 09h 15' 31""",8° 20.126',43° 09.464',0.47,96
16403,222,19.31,317,-95,GV 1 Foc 1,9.14,"6d 09h 15' 34""",8° 20.120',43° 09.468',0.47,95
16404,222,19.31,315,-93,GV 1 Foc 1,9.09,"6d 09h 15' 36""",8° 20.115',43° 09.472',0.47,93
16405,222,19.31,313,-91,GV 1 Foc 1,9.05,"6d 09h 15' 38""",8° 20.108',43° 09.476',0.47,91
16406,222,19.31,311,-89,GV 1 Foc 1,9.01,"6d 09h 15' 40""",8° 20.103',43° 09.479',0.47,89
16407,222,19.31,309,-87,GV 1 Foc 1,8.98,"6d 09h 15' 43""",8° 20.097',43° 09.483',0.47,87
16408,223,19.31,308,-85,GV 1 Foc 1,8.94,"6d 09h 15' 45""",8° 20.091',43° 09.486',0.46,85
16409,223,19.3,306,-83,GV 1 Foc 1,8.9,"6d 09h 15' 47""",8° 20.084',43° 09.490',0.46,82
16410,223,19.3,304,-81,GV 1 Foc 1,8.85,"6d 09h 15' 50""",8° 20.077',43° 09.494',0.46,81
16411,223,19.3,302,-79,GV 1 Foc 1,8.8,"6d 09h 15' 52""",8° 20.070',43° 09.497',0.46,78
16412,223,19.3,300,-77,GV 1 Foc 1,8.76,"6d 09h 15' 54""",8° 20.064',43° 09.500',0.45,77
16413,223,19.3,298,-75,GV 1 Foc 1,8.71,"6d 09h 15' 57""",8° 20.057',43° 09.502',0.45,75
16414,223,19.3,296,-73,GV 1 Foc 1,8.65,"6d 09h 15' 59""",8° 20.050',43° 09.505',0.45,73
16415,223,19.3,294,-71,GV 1 Foc 1,8.59,"6d 09h 16' 01""",8° 20.044',43° 09.507',0.45,71
16416,223,19.3,292,-69,GV 1 Foc 1,8.52,"6d 09h 16' 04""",8° 20.036',43° 09.509',0.44,69
16417,223,19.3,290,-67,GV 1 Foc 1,8.44,"6d 09h 16' 06""",8° 20.030',43° 09.510',0.44,67
16418,223,19.3,288,-65,GV 1 Foc 1,8.36,"6d 09h 16' 09""",8° 20.023',43° 09.512',0.43,64
16419,223,19.3,286,-63,GV 1 Foc 1,8.3,"6d 09h 16' 11""",8° 20.017',43° 09.514',0.43,63
16420,223,19.3,284,-61,GV 1 Foc 1,8.23,"6d 09h 16' 13""",8° 20.009',43° 09.515',0.43,60
16421,223,19.29,282,-59,GV 1 Foc 1,8.16,"6d 09h 16' 16""",8° 20.001',43° 09.516',0.42,59
16422,223,19.29,280,-57,GV 1 Foc 1,8.08,"6d 09h 16' 18""",8° 19.995',43° 09.517',0.42,57
16423,223,19.29,278,-55,GV 1 Foc 1,8.0,"6d 09h 16' 20""",8° 19.988',43° 09.518',0.41,55
16424,223,19.29,276,-53,GV 1 Foc 1,7.89,"6d 09h 16' 22""",8° 19.982',43° 09.518',0.41,53
16425,223,19.29,274,-51,GV 1 Foc 1,7.78,"6d 09h 16' 25""",8° 19.974',43° 09.519',0.4,50
16426,223,19.29,272,-49,GV 1 Foc 1,7.65,"6d 09h 16' 27""",8° 19.967',43° 09.519',0.4,49
16427,223,19.29,270,-47,GV 1 Foc 1,7.51,"6d 09h 16' 29""",8° 19.961',43° 09.519',0.39,46
16428,223,19.29,268,-45,GV 1 Foc 1,7.37,"6d 09h 16' 32""",8° 19.954',43° 09.519',0.38,45
16429,223,19.29,266,-43,GV 1 Foc 1,7.19,"6d 09h 16' 34""",8° 19.949',43° 09.518',0.37,42
16430,223,19.29,264,-41,GV 1 Foc 1,7.0,"6d 09h 16' 36""",8° 19.942',43° 09.518',0.36,41
16431,223,19.29,262,-39,GV 1 Foc 1,6.74,"6d 09h 16' 38""",8° 19.937',43° 09.517',0.35,39
16432,223,19.29,260,-37,GV 1 Foc 1,6.41,"6d 09h 16' 41""",8° 19.931',43° 09.516',0.33,37
16433,223,19.29,258,-35,GV 1 Foc 1,6.08,"6d 09h 16' 43""",8° 19.925',43° 09.516',0.32,35
16434,223,19.29,256,-33,GV 1 Foc 1,5.65,"6d 09h 16' 45""",8° 19.921',43° 09.515',0.29,33
16435,223,19.29,254,-31,GV 1 Foc 1,5.22,"6d 09h 16' 48""",8° 19.916',43° 09.514',0.27,31
16436,223,19.29,252,-29,GV 1 Foc 1,4.73,"6d 09h 16' 50""",8° 19.912',43° 09.513',0.25,28
16437,223,19.29,250,-27,GV 1 Foc 1,4.19,"6d 09h 16' 52""",8° 19.909',43° 09.512',0.22,27
16438,223,19.29,248,-25,GV 1 Foc 1,3.65,"6d 09h 16' 55""",8° 19.906',43° 09.511',0.19,24
16439,223,19.29,246,-23,GV 1 Foc 1,3.02,"6d 09h 16' 57""",8° 19.903',43° 09.510',0.16,23
16440,223,19.29,244,-21,GV 1 Foc 1,2.39,"6d 09h 16' 59""",8° 19.902',43° 09.510',0.12,21
16441,223,19.29,242,-19,GV 1 Foc 1,1.87,"6d 09h 17' 01""",8° 19.900',43° 09.509',0.1,18
16442,223,19.29,240,-17,GV 1 Foc 1,1.45,"6d 09h 17' 04""",8° 19.899',43° 09.509',0.08,17
16443,223,19.29,238,-15,GV 1 Foc 1,1.04,"6d 09h 17' 06""",8° 19.898',43° 09.508',0.05,14
16444,223,19.29,236,-13,GV 1 Foc 1,0.78,"6d 09h 17' 08""",8° 19.898',43° 09.508',0.04,13
16445,223,19.29,234,-11,GV 1 Foc 1,0.52,"6d 09h 17' 11""",8° 19.898',43° 09.508',0.03,10
16446,223,19.29,232,-9,GV 1 Foc 1,0.33,"6d 09h 17' 13""",8° 19.897',43° 09.508',0.02,9
16447,223,19.29,230,-7,GV 1 Foc 1,0.21,"6d 09h 17' 15""",8° 19.897',43° 09.508',0.01,6
16448,223,19.29,228,-5,GV 1 Foc 1,0.1,"6d 09h 17' 18""",8° 19.897',43° 09.508',0.01,4
16449,223,19.29,226,-3,GV 1 Foc 1,0.06,"6d 09h 17' 20""",8° 19.897',43° 09.508',0.0,3
16450,223,19.29,224,-1,GV 1 Foc 1,0.02,"6d 09h 17' 22""",8° 19.897',43° 09.508',0.0,0
16452,223,19.29,220,3,GV 1 Foc 1,0.06,"6d 09h 17' 27""",8° 19.897',43° 09.507',0.0,3
16453,223,19.29,218,5,GV 1 Foc 1,0.1,"6d 09h 17' 29""",8° 19.897',43° 09.507',0.01,4
16454,223,19.29,216,7,GV 1 Foc 1,0.21,"6d 09h 17' 32""",8° 19.897',43° 09.507',0.01,7
16455,223,19.29,214,9,GV 1 Foc 1,0.33,"6d 09h 17' 34""",8° 19.897',43° 09.507',0.02,8
16456,223,19.29,212,11,GV 1 Foc 1,0.52,"6d 09h 17' 36""",8° 19.896',43° 09.507',0.03,10
16457,223,19.29,210,13,GV 1 Foc 1,0.78,"6d 09h 17' 39""",8° 19.896',43° 09.506',0.04,12
16458,223,19.29,208,15,GV 1 Foc 1,1.04,"6d 09h 17' 41""",8° 19.896',43° 09.506',0.05,14
16459,223,19.29,206,17,GV 1 Foc 1,1.45,"6d 09h 17' 43""",8° 19.895',43° 09.505',0.08,17
16460,223,19.29,204,19,GV 1 Foc 1,1.87,"6d 09h 17' 45""",8° 19.895',43° 09.504',0.1,18
16461,223,19.29,202,21,GV 1 Foc 1,2.39,"6d 09h 17' 48""",8° 19.894',43° 09.503',0.12,21
16462,223,19.29,200,23,GV 1 Foc 1,3.02,"6d 09h 17' 50""",8° 19.893',43° 09.501',0.16,22
16463,223,19.29,198,25,GV 1 Foc 1,3.65,"6d 09h 17' 52""",8° 19.892',43° 09.499',0.19,25
16464,223,19.29,196,27,GV 1 Foc 1,4.19,"6d 09h 17' 55""",8° 19.891',43° 09.496',0.22,26
16465,223,19.29,194,29,GV 1 Foc 1,4.73,"6d 09h 17' 57""",8° 19.890',43° 09.493',0.25,29
16466,223,19.29,192,31,GV 1 Foc 1,5.22,"6d 09h 17' 59""",8° 19.889',43° 09.490',0.27,30
16467,223,19.29,190,33,GV 1 Foc 1,5.65,"6d 09h 18' 01""",8° 19.888',43° 09.487',0.29,33
16468,223,19.29,188,35,GV 1 Foc 1,6.08,"6d 09h 18' 04""",8° 19.887',43° 09.482',0.32,35
16469,223,19.29,186,37,GV 1 Foc 1,6.41,"6d 09h 18' 06""",8° 19.887',43° 09.479',0.33,37
16470,223,19.29,184,39,GV 1 Foc 1,6.74,"6d 09h 18' 08""",8° 19.886',43° 09.475',0.35,39
16471,223,19.29,182,41,GV 1 Foc 1,7.0,"6d 09h 18' 10""",8° 19.886',43° 09.470',0.36,41
16472,223,19.3,180,43,GV 1 Foc 1,7.19,"6d 09h 18' 13""",8° 19.886',43° 09.465',0.37,43
16473,223,19.3,178,45,GV 1 Foc 1,7.37,"6d 09h 18' 15""",8° 19.886',43° 09.460',0.38,45
16474,223,19.3,176,47,GV 1 Foc 1,7.52,"6d 09h 18' 18""",8° 19.887',43° 09.455',0.39,47
16475,223,19.3,174,49,GV 1 Foc 1,7.66,"6d 09h 18' 20""",8° 19.888',43° 09.451',0.4,49
16476,223,19.3,172,51,GV 1 Foc 1,7.78,"6d 09h 18' 22""",8° 19.889',43° 09.445',0.4,50
16477,223,19.3,170,53,GV 1 Foc 1,7.89,"6d 09h 18' 25""",8° 19.890',43° 09.440',0.41,52
16478,223,19.3,168,55,GV 1 Foc 1,8.0,"6d 09h 18' 27""",8° 19.891',43° 09.435',0.41,54
16479,223,19.3,166,57,GV 1 Foc 1,8.08,"6d 09h 18' 29""",8° 19.893',43° 09.430',0.42,57
16480,223,19.3,164,59,GV 1 Foc 1,8.16,"6d 09h 18' 32""",8° 19.895',43° 09.425',0.42,59
16481,223,19.3,162,61,GV 1 Foc 1,8.23,"6d 09h 18' 34""",8° 19.897',43° 09.420',0.43,61
16482,223,19.3,160,63,GV 1 Foc 1,8.3,"6d 09h 18' 36""",8° 19.900',43° 09.415',0.43,63
16483,223,19.31,158,65,GV 1 Foc 1,8.36,"6d 09h 18' 39""",8° 19.903',43° 09.410',0.43,65
16484,223,19.31,156,67,GV 1 Foc 1,8.44,"6d 09h 18' 41""",8° 19.905',43° 09.405',0.44,67
16485,223,19.31,154,69,GV 1 Foc 1,8.52,"6d 09h 18' 43""",8° 19.909',43° 09.400',0.44,69
16486,223,19.31,152,71,GV 1 Foc 1,8.59,"6d 09h 18' 46""",8° 19.913',43° 09.395',0.44,71
16487,223,19.31,150,73,GV 1 Foc 1,8.65,"6d 09h 18' 48""",8° 19.916',43° 09.391',0.45,73
16488,223,19.31,148,75,GV 1 Foc 1,8.71,"6d 09h 18' 50""",8° 19.920',43° 09.385',0.45,75
16489,223,19.31,146,77,GV 1 Foc 1,8.76,"6d 09h 18' 53""",8° 19.925',43° 09.380',0.45,77
16490,223,19.31,144,79,GV 1 Foc 1,8.81,"6d 09h 18' 55""",8° 19.929',43° 09.376',0.46,79
16491,223,19.31,142,81,GV 1 Foc 1,8.85,"6d 09h 18' 57""",8° 19.934',43° 09.372',0.46,81
16492,223,19.31,140,83,GV 1 Foc 1,8.9,"6d 09h 18' 59""",8° 19.939',43° 09.367',0.46,83
16493,223,19.32,138,85,GV 1 Foc 1,8.95,"6d 09h 19' 02""",8° 19.945',43° 09.362',0.46,85
16494,223,19.32,136,87,GV 1 Foc 1,8.98,"6d 09h 19' 04""",8° 19.950',43° 09.359',0.46,87
16495,223,19.32,134,89,GV 1 Foc 1,9.01,"6d 09h 19' 07""",8° 19.956',43° 09.354',0.47,89
16496,223,19.32,132,91,GV 1 Foc 1,9.05,"6d 09h 19' 09""",8° 19.961',43° 09.351',0.47,91
16497,223,19.32,130,93,GV 1 Foc 1,9.1,"6d 09h 19' 11""",8° 19.968',43° 09.347',0.47,93
16498,223,19.32,128,95,GV 1 Foc 1,9.14,"6d 09h 19' 14""",8° 19.975',43° 09.343',0.47,95
16499,223,19.32,126,97,GV 1 Foc 1,9.17,"6d 09h 19' 16""",8° 19.981',43° 09.340',0.47,97
16500,222,19.32,124,98,GV 1 Foc 1,9.19,"6d 09h 19' 18""",8° 19.986',43° 09.337',0.48,98
16501,222,19.32,121,101,GV 1 Foc 1,9.23,"6d 09h 19' 20""",8° 19.994',43° 09.334',0.48,101
16502,222,19.33,119,103,GV 1 Foc 1,9.27,"6d 09h 19' 22""",8° 20.002',43° 09.331',0.48,103
16503,222,19.33,117,105,GV 1 Foc 1,9.3,"6d 09h 19' 25""",8° 20.008',43° 09.328',0.48,105
16504,222,19.33,115,107,GV 1 Foc 1,9.33,"6d 09h 19' 27""",8° 20.016',43° 09.326',0.48,107
16505,222,19.33,113,109,GV 1 Foc 1,9.36,"6d 09h 19' 29""",8° 20.023',43° 09.323',0.48,109
16506,222,19.33,111,111,GV 1 Foc 1,9.38,"6d 09h 19' 32""",8° 20.031',43° 09.321',0.49,111
16507,222,19.33,109,113,GV 1 Foc 1,9.39,"6d 09h 19' 34""",8° 20.039',43° 09.319',0.49,113
16508,222,19.33,107,115,GV 1 Foc 1,9.4,"6d 09h 19' 37""",8° 20.048',43° 09.317',0.49,115
16509,222,19.33,105,117,GV 1 Foc 1,9.41,"6d 09h 19' 39""",8° 20.057',43° 09.315',0.49,117
16510,222,19.33,103,119,GV 1 Foc 1,9.42,"6d 09h 19' 41""",8° 20.064',43° 09.314',0.49,119
16512,222,19.33,99,123,GV 1 Foc 1,9.41,"6d 09h 19' 46""",8° 20.079',43° 09.312',0.49,123
16514,222,19.34,95,127,GV 1 Foc 1,9.38,"6d 09h 19' 51""",8° 20.097',43° 09.311',0.49,127
16515,222,19.34,93,129,GV 1 Foc 1,9.35,"6d 09h 19' 53""",8° 20.104',43° 09.310',0.48,129
16516,222,19.34,91,131,GV 1 Foc 1,9.32,"6d 09h 19' 55""",8° 20.113',43° 09.310',0.48,131
16517,222,19.34,89,133,GV 1 Foc 1,9.27,"6d 09h 19' 58""",8° 20.122',43° 09.310',0.48,133
16518,222,19.34,87,135,GV 1 Foc 1,9.23,"6d 09h 20' 00""",8° 20.129',43° 09.311',0.48,135
16519,222,19.34,85,137,GV 1 Foc 1,9.15,"6d 09h 20' 02""",8° 20.138',43° 09.311',0.47,137
16520,222,19.34,83,139,GV 1 Foc 1,9.07,"6d 09h 20' 05""",8° 20.146',43° 09.312',0.47,139
16521,222,19.34,81,141,GV 1 Foc 1,8.98,"6d 09h 20' 07""",8° 20.153',43° 09.313',0.46,141
16522,222,19.34,79,143,GV 1 Foc 1,8.85,"6d 09h 20' 09""",8° 20.161',43° 09.314',0.46,143
16523,222,19.34,77,145,GV 1 Foc 1,8.73,"6d 09h 20' 12""",8° 20.169',43° 09.315',0.45,145
16524,222,19.34,75,147,GV 1 Foc 1,8.58,"6d 09h 20' 14""",8° 20.176',43° 09.317',0.44,147
16525,222,19.34,73,149,GV 1 Foc 1,8.43,"6d 09h 20' 16""",8° 20.183',43° 09.318',0.44,149
16526,222,19.34,71,151,GV 1 Foc 1,8.24,"6d 09h 20' 18""",8° 20.189',43° 09.320',0.43,151
16527,222,19.34,69,153,GV 1 Foc 1,8.02,"6d 09h 20' 21""",8° 20.197',43° 09.322',0.41,153
16528,222,19.34,67,155,GV 1 Foc 1,7.79,"6d 09h 20' 23""",8° 20.202',43° 09.323',0.4,155
16529,222,19.34,65,157,GV 1 Foc 1,7.54,"6d 09h 20' 25""",8° 20.208',43° 09.326',0.39,157
16530,222,19.34,63,159,GV 1 Foc 1,7.29,"6d 09h 20' 27""",8° 20.213',43° 09.328',0.38,159
16531,222,19.34,61,161,GV 1 Foc 1,7.03,"6d 09h 20' 30""",8° 20.219',43° 09.330',0.36,161
16532,222,19.34,59,163,GV 1 Foc 1,6.77,"6d 09h 20' 32""",8° 20.224',43° 09.332',0.35,163
16533,222,19.34,57,165,GV 1 Foc 1,6.51,"6d 09h 20' 34""",8° 20.229',43° 09.334',0.34,165
16534,222,19.34,55,167,GV 1 Foc 1,6.2,"6d 09h 20' 37""",8° 20.234',43° 09.337',0.32,167
16535,222,19.34,53,169,GV 1 Foc 1,5.88,"6d 09h 20' 39""",8° 20.238',43° 09.339',0.3,169
16536,222,19.34,51,171,GV 1 Foc 1,5.54,"6d 09h 20' 41""",8° 20.242',43° 09.341',0.29,170
16537,222,19.34,49,173,GV 1 Foc 1,5.19,"6d 09h 20' 43""",8° 20.245',43° 09.343',0.27,172
16538,222,19.34,47,175,GV 1 Foc 1,4.84,"6d 09h 20' 46""",8° 20.248',43° 09.345',0.25,175
16539,222,19.34,45,177,GV 1 Foc 1,4.49,"6d 09h 20' 48""",8° 20.250',43° 09.347',0.23,176
16540,222,19.34,43,179,GV 1 Foc 1,4.15,"6d 09h 20' 50""",8° 20.253',43° 09.349',0.21,179
16562,222,19.33,359,-137,GV Genois,9.15,"6d 09h 21' 43""",8° 20.295',43° 09.447',0.47,137
16563,222,19.33,357,-135,GV Genois,9.22,"6d 09h 21' 45""",8° 20.295',43° 09.452',0.48,135
16564,222,19.32,355,-133,GV Genois,9.25,"6d 09h 21' 47""",8° 20.294',43° 09.459',0.48,133
16565,222,19.32,353,-131,GV Genois,9.29,"6d 09h 21' 49""",8° 20.293',43° 09.464',0.48,131
16566,222,19.32,351,-129,GV Genois,9.31,"6d 09h 21' 52""",8° 20.292',43° 09.470',0.48,129
16567,222,19.32,349,-127,GV Genois,9.33,"6d 09h 21' 54""",8° 20.290',43° 09.477',0.48,127
16568,222,19.32,347,-125,GV Genois,9.35,"6d 09h 21' 56""",8° 20.289',43° 09.482',0.48,125
16570,222,19.32,343,-121,GV Genois,9.36,"6d 09h 22' 01""",8° 20.284',43° 09.494',0.48,121
16571,222,19.32,341,-119,GV Genois,9.35,"6d 09h 22' 04""",8° 20.281',43° 09.500',0.48,119
16572,222,19.32,339,-117,GV Genois,9.34,"6d 09h 22' 06""",8° 20.278',43° 09.507',0.48,117
16573,222,19.31,337,-115,GV Genois,9.32,"6d 09h 22' 08""",8° 20.275',43° 09.511',0.48,115
16574,222,19.31,335,-113,GV Genois,9.31,"6d 09h 22' 11""",8° 20.271',43° 09.517',0.48,113
16575,222,19.31,333,-111,GV Genois,9.29,"6d 09h 22' 13""",8° 20.268',43° 09.522',0.48,111
16576,222,19.31,331,-109,GV Genois,9.27,"6d 09h 22' 15""",8° 20.264',43° 09.527',0.48,109
16577,222,19.31,329,-107,GV Genois,9.24,"6d 09h 22' 17""",8° 20.260',43° 09.532',0.48,107
16578,222,19.31,327,-105,GV Genois,9.21,"6d 09h 22' 20""",8° 20.255',43° 09.537',0.48,105
16579,222,19.31,325,-103,GV Genois,9.18,"6d 09h 22' 22""",8° 20.250',43° 09.542',0.48,103
16580,222,19.31,323,-101,GV Genois,9.15,"6d 09h 22' 24""",8° 20.246',43° 09.546',0.47,100
16581,222,19.31,321,-99,GV Genois,9.12,"6d 09h 22' 27""",8° 20.241',43° 09.551',0.47,99
16582,222,19.3,319,-97,GV Genois,9.09,"6d 09h 22' 29""",8° 20.235',43° 09.556',0.47,96
16583,222,19.3,317,-95,GV Genois,9.05,"6d 09h 22' 31""",8° 20.230',43° 09.560',0.47,95
16584,222,19.3,315,-93,GV Genois,9.01,"6d 09h 22' 33""",8° 20.226',43° 09.563',0.47,93
16585,222,19.3,313,-91,GV Genois,8.96,"6d 09h 22' 36""",8° 20.219',43° 09.568',0.46,91
16586,222,19.3,311,-89,GV Genois,8.92,"6d 09h 22' 38""",8° 20.213',43° 09.572',0.46,89
16587,222,19.3,309,-87,GV Genois,8.89,"6d 09h 22' 41""",8° 20.206',43° 09.576',0.46,87
16588,222,19.3,307,-85,GV Genois,8.86,"6d 09h 22' 43""",8° 20.200',43° 09.579',0.46,85
16589,222,19.3,305,-83,GV Genois,8.81,"6d 09h 22' 45""",8° 20.194',43° 09.582',0.46,82
16590,222,19.3,303,-81,GV Genois,8.76,"6d 09h 22' 47""",8° 20.188',43° 09.585',0.45,81
16591,223,19.29,301,-78,GV Genois,8.69,"6d 09h 22' 50""",8° 20.181',43° 09.588',0.45,78
16592,223,19.29,300,-77,GV Genois,8.67,"6d 09h 22' 52""",8° 20.174',43° 09.591',0.45,77
16593,223,19.29,298,-75,GV Genois,8.62,"6d 09h 22' 54""",8° 20.168',43° 09.594',0.45,75
16594,223,19.29,296,-73,GV Genois,8.55,"6d 09h 22' 57""",8° 20.161',43° 09.596',0.44,73
16595,223,19.29,294,-71,GV Genois,8.49,"6d 09h 22' 59""",8° 20.154',43° 09.598',0.44,71
16596,223,19.29,292,-69,GV Genois,8.42,"6d 09h 23' 01""",8° 20.148',43° 09.600',0.44,69
16597,223,19.29,290,-67,GV Genois,8.35,"6d 09h 23' 04""",8° 20.140',43° 09.602',0.43,67
16598,223,19.29,288,-65,GV Genois,8.27,"6d 09h 23' 06""",8° 20.134',43° 09.603',0.43,64
16599,223,19.29,286,-63,GV Genois,8.2,"6d 09h 23' 08""",8° 20.127',43° 09.605',0.43,63
16600,223,19.29,284,-61,GV Genois,8.14,"6d 09h 23' 10""",8° 20.121',43° 09.606',0.42,60
16601,223,19.29,282,-59,GV Genois,8.06,"6d 09h 23' 13""",8° 20.113',43° 09.607',0.42,59
16602,223,19.29,280,-57,GV Genois,7.98,"6d 09h 23' 15""",8° 20.106',43° 09.608',0.41,57
16603,223,19.29,278,-55,GV Genois,7.91,"6d 09h 23' 17""",8° 20.100',43° 09.609',0.41,55
16604,223,19.29,276,-53,GV Genois,7.79,"6d 09h 23' 20""",8° 20.092',43° 09.609',0.4,53
16605,223,19.28,274,-51,GV Genois,7.68,"6d 09h 23' 22""",8° 20.085',43° 09.610',0.4,50
16606,223,19.28,272,-49,GV Genois,7.56,"6d 09h 23' 24""",8° 20.079',43° 09.610',0.39,49
16607,223,19.28,270,-47,GV Genois,7.42,"6d 09h 23' 27""",8° 20.072',43° 09.610',0.38,46
16608,223,19.28,268,-45,GV Genois,7.29,"6d 09h 23' 29""",8° 20.067',43° 09.610',0.38,45
16609,223,19.28,266,-43,GV Genois,7.1,"6d 09h 23' 31""",8° 20.060',43° 09.609',0.37,42
